"Id","SalePrice"
1568,235573.954457798
1569,133207.99909304
1570,132471.170415366
1571,107991.445951861
1572,143770.745610787
1573,255150.807219941
1574,124978.84348219
1575,226491.824225109
1576,254837.329405867
1577,181510.936733735
1578,155542.191180327
1579,146658.666550868
1580,193665.140875091
1581,156608.723375467
1582,126511.535025127
1583,309490.260902804
1584,215428.103823157
1585,141465.144864445
1586,70904.3129580334
1587,100211.451596246
1588,154202.046336555
1589,102416.257053619
1590,129082.415889598
1591,93824.2507515983
1592,117180.160379179
1593,127659.993138208
1594,152363.505591719
1595,100787.466438946
1596,218529.019212578
1597,191524.613518893
1598,220865.59620814
1599,172549.554359577
1600,158951.781348568
1601,71735.7214252691
1602,118847.016173296
1603,83977.3491481314
1604,274254.964625697
1605,238207.157742566
1606,164573.615944765
1607,169988.594066163
1608,205029.799994408
1609,181888.14538407
1610,157541.534087396
1611,134722.399224219
1612,180406.141623475
1613,167158.387700156
1614,126018.254771477
1615,96596.2209119076
1616,82034.5697405781
1617,94694.738328042
1618,119018.198554328
1619,151410.177281622
1620,188111.161623953
1621,143859.820103594
1622,143932.779750103
1623,266277.276228991
1624,214479.295044568
1625,123644.304303977
1626,163290.762441653
1627,192649.142981225
1628,290421.077040947
1629,180857.931893528
1630,369874.467986797
1631,220770.050048763
1632,241744.973492036
1633,165940.515018544
1634,189348.307667163
1635,168554.493914889
1636,153590.136331389
1637,198144.946377655
1638,180694.040392269
1639,190534.371103197
1640,256228.920826851
1641,183038.762588198
1642,232880.545891878
1643,212638.932336441
1644,231579.299929096
1645,212121.87270958
1646,158782.9835678
1647,160398.227384126
1648,133696.105111519
1649,134897.724342027
1650,119411.254108704
1651,125652.861863937
1652,99565.8651071459
1653,106146.764297321
1654,140042.976936866
1655,140494.012986823
1656,133875.96706442
1657,142803.373364589
1658,140363.376909224
1659,126242.491033629
1660,159001.947610838
1661,432470.119812859
1662,390783.621717435
1663,371835.349704461
1664,480453.483561082
1665,299787.378451334
1666,327117.078170711
1667,366359.865696308
1668,338203.159993803
1669,296866.370794996
1670,334563.801001972
1671,269274.748474434
1672,427786.727058543
1673,294109.533101379
1674,242225.532113889
1675,194742.968213949
1676,202349.80296502
1677,220140.55107093
1678,472463.557798087
1679,387929.708978726
1680,334650.0717555
1681,244073.76401663
1682,316695.086112754
1683,189600.965019475
1684,166555.667829611
1685,164510.795930146
1686,169538.986476389
1687,160968.101441633
1688,193043.835091586
1689,189242.962288815
1690,189823.737305403
1691,176935.089783104
1692,264841.115117137
1693,163744.852165975
1694,179674.308226832
1695,165600.175249292
1696,276706.954989185
1697,171334.920176036
1698,344626.732838567
1699,300049.540520462
1700,262297.883226591
1701,271788.016003757
1702,250659.819632227
1703,243798.522761627
1704,292732.397316136
1705,239081.591018125
1706,428109.098416343
1707,222373.782416398
1708,203505.175792416
1709,267236.352085549
1710,220793.201360897
1711,270072.279621276
1712,267475.376733526
1713,278441.438029792
1714,222725.883063636
1715,208162.037537893
1716,180600.941900706
1717,167465.865918213
1718,136704.903784535
1719,213745.736299148
1720,238243.466684885
1721,160673.520416645
1722,126217.907558011
1723,156801.742696982
1724,214622.947782661
1725,238564.804563013
1726,186192.748382034
1727,155278.032279788
1728,173928.325093608
1729,169536.994601675
1730,156312.670840057
1731,128434.976380102
1732,133182.682123371
1733,117880.697376155
1734,118841.555096425
1735,126318.571984607
1736,119220.744384491
1737,295389.269364446
1738,237721.970417206
1739,275054.189186026
1740,231968.12438876
1741,192777.615598969
1742,182004.367639715
1743,179464.974599396
1744,291004.33086236
1745,219949.101288276
1746,193798.301405942
1747,218026.561539068
1748,232502.599661006
1749,145829.497241093
1750,127844.964239735
1751,232481.085395428
1752,123767.360865276
1753,154340.059306171
1754,201817.053607293
1755,167365.636901254
1756,143696.740823516
1757,123873.426157965
1758,137580.966985593
1759,155334.382181888
1760,158135.562979416
1761,146049.245142036
1762,186523.409608399
1763,170131.995784817
1764,112979.501904481
1765,174911.631510871
1766,190194.437797238
1767,235030.260438481
1768,142369.073071436
1769,172700.874434083
1770,149168.481743067
1771,126551.441181673
1772,130105.764032236
1773,120869.527737212
1774,140068.158627882
1775,140343.961797994
1776,129344.062880735
1777,112585.665409145
1778,135007.851842843
1779,112404.883170577
1780,172314.541519587
1781,128505.634525749
1782,89195.7072522121
1783,146441.927595823
1784,109302.879847832
1785,128734.810074336
1786,199864.533674266
1787,166949.720387968
1788,65040.6780926742
1789,97341.2944493266
1790,76707.1264198986
1791,190982.652698566
1792,163379.068039027
1793,120460.045683698
1794,153915.454996547
1795,131940.614273031
1796,123622.584396113
1797,127067.577656596
1798,128568.322387439
1799,115248.196286139
1800,127299.611800642
1801,135814.214203985
1802,131028.369760327
1803,154417.826224924
1804,138998.874066015
1805,132780.223423659
1806,122080.147257581
1807,129140.716467884
1808,118995.081662987
1809,123610.832281545
1810,140459.672789931
1811,91547.6307445723
1812,104066.637525925
1813,123527.896404963
1814,96277.1644816719
1815,56772.3206696874
1816,112362.422785647
1817,104766.087690112
1818,158958.670520207
1819,127529.841972949
1820,61502.6771178695
1821,104787.490589337
1822,155799.006584807
1823,41237.6060049439
1824,134436.523064923
1825,130990.524708609
1826,106025.1871952
1827,100689.306802925
1828,134078.433854806
1829,123555.901884496
1830,146900.703301862
1831,146792.849499306
1832,84262.4642120756
1833,139431.116140758
1834,122563.111406068
1835,120634.605850794
1836,126634.224240948
1837,76940.3780916047
1838,125284.333047547
1839,114721.145377865
1840,162910.757945464
1841,144847.128302579
1842,96742.7392578508
1843,126322.494728154
1844,139990.366617602
1845,132391.464467005
1846,154423.159332938
1847,162120.059509694
1848,57577.5050842887
1849,104028.431756791
1850,115976.827149711
1851,153611.067271952
1852,118093.559734694
1853,126037.019019336
1854,170252.528159635
1855,149907.357336073
1856,228918.296766162
1857,156452.776175657
1858,138815.18328574
1859,110533.719858952
1860,143434.449622751
1861,108504.49308171
1862,278241.847387123
1863,270385.025429815
1864,268856.866555249
1865,358801.799020231
1866,334434.233859425
1867,224622.3622849
1868,297261.201717118
1869,205862.78136169
1870,228370.008216943
1871,252018.254987119
1872,167767.09783476
1873,243735.275153736
1874,155213.506704264
1875,210397.562709297
1876,204250.618398286
1877,216884.852410537
1878,201516.165290202
1879,134621.045595593
1880,139167.389209094
1881,257917.175635657
1882,252144.294848177
1883,192462.09874523
1884,205666.758824227
1885,244727.415295707
1886,288153.399044686
1887,212033.0772747
1888,273130.461416349
1889,168503.370301531
1890,120001.049363313
1891,133351.601625537
1892,94524.4900539799
1893,133857.856998677
1894,129155.373054693
1895,130028.270615038
1896,128846.514669365
1897,109493.889986126
1898,115533.325299702
1899,173822.553068747
1900,161707.947191941
1901,171787.595147722
1902,154065.598723357
1903,208598.163453074
1904,146980.328488668
1905,190211.036553792
1906,166612.103079573
1907,211140.250014079
1908,111238.596822959
1909,129598.569072865
1910,119116.485966322
1911,224334.787473033
1912,318285.03105202
1913,149637.801448952
1914,75476.5008578033
1915,307925.726529467
1916,65937.8629356655
1917,245183.917177156
1918,135211.411788456
1919,175298.216057947
1920,163955.444897591
1921,377065.411741237
1922,313697.063716293
1923,231016.050924269
1924,232367.206108833
1925,201254.389085309
1926,377598.499204322
1927,126853.739307728
1928,149959.47402397
1929,130607.839666913
1930,133029.877839316
1931,135128.506813658
1932,139116.934178536
1933,193159.80430341
1934,184227.769554631
1935,175453.186835028
1936,196933.349672762
1937,186419.949192523
1938,169841.884394846
1939,241599.328163274
1940,186087.206285166
1941,172084.992457488
1942,184795.419277266
1943,213220.005564501
1944,343622.58286735
1945,382462.096781867
1946,158244.31602023
1947,305097.377718559
1948,197136.844103776
1949,241114.086402562
1950,188982.091326087
1951,253291.830518902
1952,206420.101367222
1953,170183.664635519
1954,185604.407430878
1955,139975.69904091
1956,298625.418742677
1957,159461.220377767
1958,306981.9275295
1959,138087.162064906
1960,110737.449430547
1961,123293.983359381
1962,96528.8421184033
1963,108268.26402246
1964,109273.720258294
1965,138700.485635445
1966,138997.512863321
1967,301602.64566017
1968,405358.511983904
1969,381953.563774776
1970,423310.85118935
1971,447383.24747847
1972,376126.611241065
1973,265925.980072826
1974,325607.298347523
1975,462313.572236972
1976,278738.353558997
1977,374377.614877343
1978,356661.236999493
1979,329698.850017548
1980,204310.002462217
1981,348860.590664406
1982,218683.719073611
1983,199600.154389896
1984,167206.144638155
1985,236879.046275851
1986,219522.353665369
1987,181611.474863625
1988,168659.448175913
1989,193434.008011379
1990,206475.010518568
1991,232369.552913806
1992,220969.593954411
1993,160397.385314202
1994,233780.160152283
1995,187937.181392296
1996,260990.281922528
1997,304816.382843609
1998,321774.603173935
1999,267736.750801134
2000,306609.120826812
2001,269338.797855633
2002,250456.583987892
2003,265105.955830266
2004,293318.552097155
2005,226267.774940531
2006,219291.220894233
2007,248904.532497708
2008,214960.054127002
2009,201333.813586632
2010,193016.119839075
2011,135265.940695909
2012,166785.436534868
2013,179181.48488745
2014,186895.243804131
2015,211297.841977895
2016,196302.993507949
2017,193660.710231376
2018,127967.324969501
2019,134967.93461346
2020,93685.7117731964
2021,99944.6166425803
2022,195220.133335361
2023,141153.78894091
2024,263149.873655136
2025,352912.91347844
2026,180821.72778988
2027,159940.148294516
2028,153174.970180338
2029,170180.922397068
2030,266452.801719407
2031,241741.183025897
2032,247334.840689224
2033,257985.269863036
2034,174537.813112966
2035,234002.597658786
2036,202804.495227009
2037,210803.226419058
2038,300456.745297535
2039,236110.457518889
2040,330634.948082108
2041,281614.829261052
2042,209189.569559668
2043,178946.348179271
2044,179099.454667482
2045,208346.999349346
2046,134993.067593193
2047,144193.278205132
2048,140632.592945592
2049,138433.79385155
2050,171842.918295345
2051,101422.54369519
2052,120403.700091056
2053,143387.565757215
2054,100416.552864878
2055,150178.73984045
2056,137486.428211707
2057,106606.3975673
2058,215794.727863094
2059,124653.203170918
2060,179489.015414734
2061,170342.056606336
2062,127770.394230863
2063,116551.592447628
2064,137353.270303892
2065,119119.898603906
2066,167214.716265118
2067,112828.442015208
2068,141789.393080422
2069,86770.7650626808
2070,114003.430102526
2071,92695.6661117111
2072,139610.854775303
2073,137556.06841294
2074,199811.90454938
2075,143945.151356822
2076,123639.607963362
2077,150135.526820921
2078,126958.919226066
2079,135383.869222829
2080,121481.070336405
2081,128585.932871097
2082,128761.21039693
2083,142469.454681302
2084,116251.875823342
2085,114388.48783482
2086,114256.432189548
2087,116732.60052088
2088,96567.0831573162
2089,81891.8974536752
2090,128633.09683885
2091,102927.891604244
2092,121475.400737971
2093,112483.274703509
2094,110891.015265418
2095,136408.791536611
2096,78355.427943169
2097,105088.721924659
2098,147331.494006762
2099,51628.7990931185
2100,86025.3027490534
2101,111302.73295196
2102,124753.899076413
2103,91130.8650169547
2104,136047.380645854
2105,128764.776830028
2106,52899.9760926949
2107,209709.428614272
2108,108315.976019122
2109,104931.9083073
2110,122379.615878086
2111,130789.724522654
2112,137714.3098884
2113,112674.385092907
2114,120802.926316945
2115,162006.683562208
2116,119109.459913533
2117,146935.063237053
2118,113284.218242568
2119,123315.597828142
2120,114786.233780315
2121,101848.568143341
2122,121924.192643555
2123,81429.6869427736
2124,155193.31326992
2125,125896.196546485
2126,155728.512626363
2127,171077.234755246
2128,128926.882334423
2129,82250.5051741379
2130,132806.066800618
2131,167584.698640239
2132,113723.799119004
2133,124845.089238685
2134,124471.463377405
2135,95005.8599069325
2136,82089.7377218253
2137,108226.585790251
2138,120797.234730374
2139,149285.798940318
2140,143219.641983641
2141,159533.738145122
2142,125829.119663472
2143,164479.642945367
2144,119521.337120853
2145,138656.897993906
2146,180904.78365184
2147,133841.997901016
2148,135220.710924315
2149,148389.249327484
2150,227236.156085306
2151,119966.376986198
2152,179516.540950503
2153,189649.307934563
2154,103652.53967381
2155,144611.736800555
2156,265474.131101021
2157,229883.065999004
2158,234731.703212473
2159,206265.402072056
2160,177819.927455911
2161,238348.617241152
2162,397621.613980262
2163,349759.858829182
2164,246901.528965491
2165,200302.746301202
2166,161711.222348118
2167,221738.214847631
2168,198369.017955004
2169,191101.9293193
2170,225136.684598043
2171,154074.727539811
2172,128868.497463028
2173,171603.668500328
2174,233034.294845204
2175,301020.576511278
2176,317069.10198596
2177,247647.106115881
2178,205637.880228404
2179,142126.43616182
2180,236963.576307305
2181,190667.236209326
2182,220968.426465073
2183,187727.182754349
2184,113278.457606494
2185,118363.80141641
2186,153315.140013572
2187,152649.07021046
2188,153424.728805344
2189,280660.650990625
2190,80834.826301279
2191,79196.4006282907
2192,84831.6166031317
2193,115372.474148374
2194,103788.750527135
2195,120052.923392611
2196,101660.248021668
2197,125139.33550874
2198,160936.332929734
2199,181361.999316518
2200,151044.167739888
2201,141708.853894664
2202,210917.913512322
2203,138968.040903769
2204,177814.203961318
2205,120264.911178492
2206,146084.054437377
2207,217141.153222621
2208,258382.059363452
2209,244520.150490762
2210,123596.564727265
2211,118377.834904877
2212,123793.179224934
2213,110236.452029441
2214,116724.94761236
2215,99924.5921779183
2216,147535.091338268
2217,70357.3350680917
2218,83713.2121303603
2219,79431.5254650665
2220,75901.4636466577
2221,305261.018436544
2222,277856.404584353
2223,308675.906739865
2224,206032.19886413
2225,126790.550618113
2226,189923.325627004
2227,193811.592564612
2228,275314.479845378
2229,245257.991467992
2230,154741.899408786
2231,207327.594866816
2232,182142.628674206
2233,162721.422923933
2234,235562.005707631
2235,225615.962000778
2236,261694.415484386
2237,338091.668262109
2238,205223.509988724
2239,108252.081070811
2240,160221.409035868
2241,148156.485973967
2242,120944.296742116
2243,127482.305007582
2244,102298.692172839
2245,100948.801100524
2246,136835.719900424
2247,114634.788474011
2248,129493.799757613
2249,114788.414566384
2250,130627.046268538
2251,130558.284245173
2252,183624.050581032
2253,150454.122232369
2254,174056.470131109
2255,188442.208009411
2256,168384.409127352
2257,214657.987533078
2258,157089.27743817
2259,177089.247041704
2260,155311.219530198
2261,191294.475035177
2262,210706.223400297
2263,360408.602538206
2264,443160.102991222
2265,188097.856514996
2266,298361.91813838
2267,380480.713989974
2268,391906.259923292
2269,154118.649966667
2270,185578.86084327
2271,219379.734794919
2272,191354.320799069
2273,156895.693035425
2274,189036.551631414
2275,175384.755539493
2276,190784.427511008
2277,188554.519749919
2278,150003.771303043
2279,137300.202855995
2280,124430.08856914
2281,165826.095643791
2282,187156.486143359
2283,106277.154165193
2284,112960.706811103
2285,139332.128323352
2286,122623.429632377
2287,361546.584359905
2288,278203.723857744
2289,380330.303660771
2290,442517.018605172
2291,332071.052780629
2292,418879.493552962
2293,459764.84555531
2294,389422.331768894
2295,472370.427697301
2296,295831.335115278
2297,333615.580438324
2298,340291.454039903
2299,358135.590357019
2300,339394.633199256
2301,306368.085624466
2302,255003.116938047
2303,237711.696634243
2304,254846.094642034
2305,202046.020045224
2306,196152.518224906
2307,198647.746927525
2308,223584.771595345
2309,280520.845486351
2310,211493.754690198
2311,206398.934085462
2312,172488.452174738
2313,165725.701678717
2314,171443.627607848
2315,170918.704984387
2316,191806.464506973
2317,200134.356738215
2318,177881.48928956
2319,176341.700767348
2320,178409.265499041
2321,251770.113020967
2322,180225.163984038
2323,195010.709105729
2324,171505.557417327
2325,212208.599756136
2326,168865.216401858
2327,204378.362310968
2328,217660.082694876
2329,189464.543012921
2330,182219.515302948
2331,350892.834004053
2332,391272.795476248
2333,315393.610195709
2334,257670.581462187
2335,273549.400724927
2336,315017.236142241
2337,204941.341128924
2338,275561.810225884
2339,216472.898377011
2340,406430.424189599
2341,225534.041025502
2342,237701.228081372
2343,227644.525917958
2344,226458.166559142
2345,242468.976215404
2346,213861.858194831
2347,202293.834404278
2348,239992.957301963
2349,184080.771176358
2350,304972.680968099
2351,257932.263631836
2352,251943.558049645
2353,262342.153563171
2354,140177.749441118
2355,137697.849584568
2356,143461.20978719
2357,186820.290595547
2358,195455.14887329
2359,137480.991320434
2360,112723.438982573
2361,150426.312306265
2362,277590.860438095
2363,147044.597563117
2364,164226.062246384
2365,218709.169668685
2366,190733.727465652
2367,224235.358018068
2368,222601.978123427
2369,221925.069121146
2370,168068.566958831
2371,165998.119127842
2372,190877.551486797
2373,278573.741594135
2374,310333.17176547
2375,257937.531337333
2376,296923.610933414
2377,341035.353841777
2378,147243.686726221
2379,223507.426743927
2380,140732.103487539
2381,169119.106051866
2382,201841.794446029
2383,204813.551026532
2384,253823.957795367
2385,162137.574273433
2386,128863.590032213
2387,133167.423639313
2388,96589.7810289281
2389,110986.162062378
2390,145407.483168271
2391,142010.221155971
2392,114199.88189274
2393,164809.269561168
2394,141406.976558308
2395,208928.083603848
2396,146428.617314934
2397,222043.187858422
2398,134602.887210636
2399,69023.1752991741
2400,80844.4718163857
2401,123134.103219312
2402,133254.417141823
2403,132409.282593065
2404,148795.677500339
2405,150308.373850886
2406,135861.305182052
2407,128732.327709389
2408,143102.92350811
2409,118999.729836409
2410,172285.950965509
2411,114802.53196467
2412,156415.484497946
2413,129668.579234612
2414,152478.748436574
2415,120253.918662687
2416,124048.072457661
2417,143380.691811431
2418,140322.636299533
2419,128799.339111076
2420,124229.741924364
2421,154694.476367556
2422,108334.060237513
2423,116714.651712316
2424,149770.628523625
2425,256116.994545312
2426,138751.993850229
2427,131270.540189441
2428,174234.792996482
2429,115650.744285143
2430,130539.610292082
2431,103626.267817533
2432,147651.804120404
2433,148880.760425191
2434,139691.411470135
2435,156117.418970179
2436,107188.950201462
2437,103938.149192027
2438,116544.23217258
2439,96716.7816242267
2440,119040.160424728
2441,88683.6396167085
2442,96036.4629988424
2443,136227.488803913
2444,133438.899769058
2445,90739.795080192
2446,144160.277780792
2447,186802.109532704
2448,124382.522078468
2449,114563.21523004
2450,150249.030789374
2451,112441.405465332
2452,210104.223764677
2453,90472.5189430778
2454,122544.577527412
2455,120678.12398699
2456,133985.610320963
2457,132114.428064924
2458,136816.974874127
2459,110440.741995108
2460,135522.289707437
2461,130613.4131134
2462,136683.224498252
2463,122161.572500655
2464,187078.484944278
2465,136167.501950682
2466,121809.914485667
2467,116817.374225058
2468,76599.5437346365
2469,69469.5945939524
2470,194645.337619998
2471,212040.899126336
2472,164637.154845386
2473,119844.688681273
2474,68316.6433596669
2475,226684.17464355
2476,110224.379215239
2477,116607.722684696
2478,149006.6358531
2479,103256.575752043
2480,162501.331852579
2481,130031.106892234
2482,120520.236905004
2483,110512.980924483
2484,125238.622520628
2485,127013.651479526
2486,153469.687734774
2487,202435.550390585
2488,171010.528952899
2489,158579.651635132
2490,156718.384800832
2491,89389.5179836919
2492,185242.871442849
2493,152195.195299796
2494,147919.308083027
2495,82627.7429345954
2496,226635.745758007
2497,154286.057184344
2498,107562.176138177
2499,79793.4715175468
2500,134136.784647963
2501,138591.969737537
2502,145338.878931335
2503,97170.4068343173
2504,217631.549826604
2505,223570.608019469
2506,252720.846083826
2507,298583.624643643
2508,253824.713777413
2509,213397.756050127
2510,207639.721682743
2511,172901.885345738
2512,212204.559012316
2513,220771.378386233
2514,266081.10562258
2515,155173.879551837
2516,170686.562642179
2517,144782.114369633
2518,155149.698174406
2519,229020.919598928
2520,216377.938233665
2521,183486.839285276
2522,224935.873346807
2523,114324.203775486
2524,128582.332312558
2525,147341.834998621
2526,134145.53339531
2527,121951.374194926
2528,127538.804683242
2529,137478.030409969
2530,125695.924840449
2531,258585.098976824
2532,223014.996998269
2533,195840.347552106
2534,223796.652206677
2535,297530.628634656
2536,236093.487962466
2537,251167.300530474
2538,178849.130750118
2539,185948.384099463
2540,171880.153033097
2541,171841.774901101
2542,157440.720484037
2543,118513.572075076
2544,128429.409664622
2545,131109.562812146
2546,119685.603533989
2547,138769.905926128
2548,157232.389938048
2549,163771.748526827
2550,217480.67740759
2551,135427.552773682
2552,136786.501735766
2553,79897.8948969183
2554,97472.732871331
2555,122474.555512708
2556,100548.791069978
2557,110002.951036368
2558,175385.05903306
2559,141215.180829013
2560,152885.770844468
2561,156489.327518408
2562,144327.188863775
2563,159751.816525429
2564,198244.28205875
2565,149939.948072311
2566,166639.466188862
2567,137400.92519602
2568,214427.463926089
2569,224676.655721252
2570,119245.707595721
2571,195561.952733513
2572,154459.76698033
2573,225907.087241132
2574,280807.488899409
2575,130626.597342159
2576,119103.102071653
2577,139939.156832301
2578,89151.8419455701
2579,55914.78458707
2580,115768.539352485
2581,128921.996478677
2582,117911.940254847
2583,285595.123475581
2584,169585.485772617
2585,180262.625835018
2586,225301.258363983
2587,200304.739251622
2588,152687.217493719
2589,144733.469667734
2590,206755.228099992
2591,213616.750314611
2592,213554.066370243
2593,253149.345213368
2594,173684.025254085
2595,191652.759980849
2596,301348.075087689
2597,184824.597120246
2598,286716.932479715
2599,333140.796296711
2600,220876.824127518
2601,173931.713099742
2602,80065.500211542
2603,86770.0835234666
2604,92813.7623728602
2605,78160.9514293503
2606,142688.00293216
2607,219810.82381371
2608,216282.857606084
2609,161468.327048227
2610,116651.120207069
2611,136168.060872525
2612,155919.339976355
2613,132411.326344626
2614,132321.23787782
2615,155549.032842635
2616,149623.537685897
2617,190437.122307205
2618,226946.98545586
2619,214516.282788984
2620,189428.743463206
2621,175716.609784056
2622,185023.107180231
2623,233694.420805856
2624,313444.927606774
2625,288333.257264749
2626,173118.608574715
2627,169045.33428429
2628,465633.353074478
2629,460531.496075711
2630,357978.94176161
2631,459962.387337459
2632,406777.459854093
2633,309432.619719747
2634,402080.551128935
2635,159785.775176679
2636,177504.458118335
2637,182702.445525128
2638,263475.054466396
2639,185204.206224212
2640,153478.700117009
2641,115983.004432684
2642,196477.023695154
2643,109420.173400954
2644,116152.718171941
2645,109027.117274383
2646,93091.728017886
2647,104697.438168782
2648,148309.011624836
2649,155580.527596052
2650,141401.446075178
2651,133852.738353562
2652,399387.697634737
2653,247263.212253365
2654,254797.456313615
2655,390624.649664467
2656,320059.779822408
2657,354780.29062782
2658,303157.712591801
2659,308571.076797662
2660,361325.633169678
2661,356565.65512518
2662,358174.808994144
2663,292806.835890083
2664,267330.005047213
2665,333418.026261594
2666,284410.549166155
2667,165106.314019632
2668,174423.200211343
2669,177632.506788142
2670,285738.950126484
2671,181124.145074071
2672,200475.142718321
2673,207338.483481359
2674,205958.059207043
2675,174254.330538367
2676,182665.092660042
2677,199058.415650654
2678,260327.90311193
2679,269010.766448083
2680,290177.478531778
2681,398568.763075163
2682,324147.699848696
2683,402897.318406935
2684,314844.617742239
2685,322828.037516974
2686,257185.993446726
2687,326185.587012871
2688,213367.506601498
2689,204587.047934115
2690,424413.698031365
2691,186850.133971872
2692,131423.376784744
2693,199529.150126096
2694,131540.380289877
2695,185642.065112072
2696,180153.815086817
2697,191291.41324653
2698,200798.76514472
2699,179680.225927719
2700,152881.757351277
2701,144633.679829113
2702,101720.040842954
2703,112443.2912404
2704,139536.09956618
2705,116918.331589875
2706,107849.106247792
2707,124029.029939386
2708,134659.705984723
2709,109998.124836446
2710,127959.026533711
2711,260825.927771626
2712,388497.46640467
2713,170178.506926626
2714,148391.534661753
2715,170027.739996279
2716,141096.009507747
2717,191456.014559311
2718,218952.308972044
2719,156605.815934231
2720,174335.195567666
2721,133724.430824891
2722,154510.729789479
2723,140731.075231945
2724,122392.487655756
2725,130806.175857403
2726,153918.503295455
2727,188701.085425075
2728,182144.247090762
2729,150995.142769706
2730,143204.963179258
2731,142015.306254811
2732,142708.312893867
2733,160163.22787394
2734,148004.686130901
2735,135695.922530654
2736,147441.036076318
2737,118467.588916497
2738,129799.511853921
2739,159301.38835255
2740,141092.265572364
2741,147144.230251085
2742,149684.194632383
2743,149392.989575627
2744,158638.958263609
2745,138732.291169265
2746,137612.302088839
2747,138106.468694672
2748,125082.220119318
2749,134288.202173573
2750,147094.902911015
2751,136498.202062288
2752,211198.867961231
2753,160040.318890814
2754,236430.341967649
2755,141619.636970891
2756,102048.858173096
2757,64158.0948635212
2758,101458.696886551
2759,162687.769276378
2760,131095.671830976
2761,141709.775600415
2762,134798.996336881
2763,188216.522881418
2764,141492.371939846
2765,302243.869011534
2766,131433.075889906
2767,89250.5733701029
2768,134818.7985144
2769,134201.556180406
2770,136439.827310175
2771,111386.14943062
2772,109392.707156377
2773,182139.146062086
2774,138866.611368162
2775,119756.054336156
2776,137858.355120013
2777,136401.179619613
2778,113966.234497311
2779,114219.598932915
2780,87614.3538958599
2781,96694.2401857626
2782,94921.9304069913
2783,101749.648765027
2784,115211.417780674
2785,145685.959363961
2786,66280.0502716412
2787,128676.392988818
2788,69234.1256301304
2789,186126.177158536
2790,106901.039420359
2791,128918.199749585
2792,58280.7762113045
2793,172369.379223961
2794,93960.2220947636
2795,119125.175164915
2796,102097.972178943
2797,220718.432948015
2798,113094.989438546
2799,112441.98922565
2800,68173.3155690949
2801,109020.601265143
2802,131246.113658629
2803,163345.557032417
2804,135670.653213821
2805,105371.729046507
2806,76379.7311822897
2807,162734.347107672
2808,149683.296643232
2809,138571.763546602
2810,128105.081427605
2811,180477.512135529
2812,168622.599188054
2813,147755.696908576
2814,142107.029519643
2815,105092.33341711
2816,241866.9280097
2817,167167.994983628
2818,132179.521488139
2819,157036.252152314
2820,134033.970092689
2821,118143.284057113
2822,206985.967002745
2823,332073.492328605
2824,193383.808363914
2825,145075.981285468
2826,126415.408391715
2827,135629.240505927
2828,230026.439364773
2829,223439.85701106
2830,242939.300538264
2831,170585.153041275
2832,259217.694001424
2833,318345.702024773
2834,222361.790746261
2835,214891.411995835
2836,184716.226467162
2837,155896.595921184
2838,143781.916398067
2839,167964.612054111
2840,209882.797423347
2841,196653.239653406
2842,228364.762422633
2843,154128.198886784
2844,176008.760056281
2845,126562.86746703
2846,208340.103590763
2847,206849.542162202
2848,220855.026132976
2849,200945.973957726
